date,batting_team,bowling_team,player_of_match,match_won_by,win_outcome,toss_winner,toss_decision,venue,city,day,month,year,season,superover_winner,result_type,method,event_match_no,stage,target_score,chased_score,tie_match,venue_home_team,is_home_win
2019-04-09,KKR,CSK,DL Chahar,CSK,7 wickets,CSK,field,ma chidambaram stadium,chennai,9,4,2019,2019,no super over,no super over,no super over,23,simple matches,109,111.0,0,CSK,1
2019-04-10,KXP,MI,KA Pollard,MI,3 wickets,MI,field,wankhede stadium,mumbai,10,4,2019,2019,no super over,no super over,no super over,24,simple matches,198,198.0,0,MI,1
2019-04-11,RR,CSK,MS Dhoni,CSK,4 wickets,CSK,field,sawai mansingh stadium,jaipur,11,4,2019,2019,no super over,no super over,no super over,25,simple matches,152,155.0,0,RR,0
2019-04-12,KKR,DC,S Dhawan,DC,7 wickets,DC,field,eden gardens,kolkata,12,4,2019,2019,no super over,no super over,no super over,26,simple matches,179,180.0,0,KKR,0
2019-04-13,MI,RR,JC Buttler,RR,4 wickets,RR,field,wankhede stadium,mumbai,13,4,2019,2019,no super over,no super over,no super over,27,simple matches,188,188.0,0,MI,0
2019-04-13,KXP,RCB,AB de Villiers,RCB,8 wickets,RCB,field,punjab cricket association stadium,chandigarh,13,4,2019,2019,no super over,no super over,no super over,28,simple matches,174,174.0,0,KXP,0
2019-04-14,KKR,CSK,Imran Tahir,CSK,5 wickets,CSK,field,eden gardens,kolkata,14,4,2019,2019,no super over,no super over,no super over,29,simple matches,162,162.0,0,KKR,0
2019-04-14,DC,SRH,KMA Paul,DC,39 runs,SRH,field,rajiv gandhi international stadium,hyderabad,14,4,2019,2019,no super over,no super over,no super over,30,simple matches,156,116.0,0,SRH,0
2019-04-15,RCB,MI,SL Malinga,MI,5 wickets,MI,field,wankhede stadium,mumbai,15,4,2019,2019,no super over,no super over,no super over,31,simple matches,172,172.0,0,MI,1
2019-04-16,KXP,RR,R Ashwin,KXP,12 runs,RR,field,punjab cricket association stadium,chandigarh,16,4,2019,2019,no super over,no super over,no super over,32,simple matches,183,170.0,0,KXP,1
2019-04-17,CSK,SRH,DA Warner,SRH,6 wickets,CSK,bat,rajiv gandhi international stadium,hyderabad,17,4,2019,2019,no super over,no super over,no super over,33,simple matches,133,137.0,0,SRH,1
2019-04-18,MI,DC,HH Pandya,MI,40 runs,MI,bat,arun jaitley stadium,delhi,18,4,2019,2019,no super over,no super over,no super over,34,simple matches,169,128.0,0,DC,0
2019-04-19,RCB,KKR,V Kohli,RCB,10 runs,KKR,field,eden gardens,kolkata,19,4,2019,2019,no super over,no super over,no super over,35,simple matches,214,203.0,0,KKR,0
2019-04-20,MI,RR,SPD Smith,RR,5 wickets,RR,field,sawai mansingh stadium,jaipur,20,4,2019,2019,no super over,no super over,no super over,36,simple matches,162,162.0,0,RR,1
2019-04-20,KXP,DC,SS Iyer,DC,5 wickets,DC,field,arun jaitley stadium,delhi,20,4,2019,2019,no super over,no super over,no super over,37,simple matches,164,166.0,0,DC,1
2019-04-21,KKR,SRH,KK Ahmed,SRH,9 wickets,SRH,field,rajiv gandhi international stadium,hyderabad,21,4,2019,2019,no super over,no super over,no super over,38,simple matches,160,161.0,0,SRH,1
2019-04-21,RCB,CSK,PA Patel,RCB,1 runs,CSK,field,m chinnaswamy stadium,bengaluru,21,4,2019,2019,no super over,no super over,no super over,39,simple matches,162,160.0,0,RCB,1
2019-04-22,RR,DC,RR Pant,DC,6 wickets,DC,field,sawai mansingh stadium,jaipur,22,4,2019,2019,no super over,no super over,no super over,40,simple matches,192,193.0,0,RR,0
2019-04-23,SRH,CSK,SR Watson,CSK,6 wickets,CSK,field,ma chidambaram stadium,chennai,23,4,2019,2019,no super over,no super over,no super over,41,simple matches,176,176.0,0,CSK,1
2019-04-24,RCB,KXP,AB de Villiers,RCB,17 runs,KXP,field,m chinnaswamy stadium,bengaluru,24,4,2019,2019,no super over,no super over,no super over,42,simple matches,203,185.0,0,RCB,1
2019-04-25,KKR,RR,VR Aaron,RR,3 wickets,RR,field,eden gardens,kolkata,25,4,2019,2019,no super over,no super over,no super over,43,simple matches,176,177.0,0,KKR,0
2019-04-26,MI,CSK,RG Sharma,MI,46 runs,CSK,field,ma chidambaram stadium,chennai,26,4,2019,2019,no super over,no super over,no super over,44,simple matches,156,109.0,0,CSK,0
2019-04-27,SRH,RR,JD Unadkat,RR,7 wickets,RR,field,sawai mansingh stadium,jaipur,27,4,2019,2019,no super over,no super over,no super over,45,simple matches,161,161.0,0,RR,1
2019-04-28,DC,RCB,S Dhawan,DC,16 runs,DC,bat,arun jaitley stadium,delhi,28,4,2019,2019,no super over,no super over,no super over,46,simple matches,188,171.0,0,DC,1
2019-04-28,KKR,MI,AD Russell,KKR,34 runs,MI,field,eden gardens,kolkata,28,4,2019,2019,no super over,no super over,no super over,47,simple matches,233,198.0,0,KKR,1
2019-04-29,SRH,KXP,DA Warner,SRH,45 runs,KXP,field,rajiv gandhi international stadium,hyderabad,29,4,2019,2019,no super over,no super over,no super over,48,simple matches,213,167.0,0,SRH,1
2019-05-01,CSK,DC,MS Dhoni,CSK,80 runs,DC,field,ma chidambaram stadium,chennai,1,5,2019,2019,no super over,no super over,no super over,50,simple matches,180,99.0,0,CSK,1
2019-05-02,MI,SRH,JJ Bumrah,MI,tie,MI,bat,wankhede stadium,mumbai,2,5,2019,2019,MI,tie,no super over,51,simple matches,163,162.0,1,MI,1
2019-05-03,KXP,KKR,Shubman Gill,KKR,7 wickets,KKR,field,punjab cricket association stadium,chandigarh,3,5,2019,2019,no super over,no super over,no super over,52,simple matches,184,185.0,0,KXP,0
2019-05-04,RR,DC,A Mishra,DC,5 wickets,RR,bat,arun jaitley stadium,delhi,4,5,2019,2019,no super over,no super over,no super over,53,simple matches,116,121.0,0,DC,1
2019-05-04,SRH,RCB,SO Hetmyer,RCB,4 wickets,RCB,field,m chinnaswamy stadium,bengaluru,4,5,2019,2019,no super over,no super over,no super over,54,simple matches,176,178.0,0,RCB,1
2019-05-05,CSK,KXP,KL Rahul,KXP,6 wickets,KXP,field,punjab cricket association stadium,chandigarh,5,5,2019,2019,no super over,no super over,no super over,55,simple matches,171,173.0,0,KXP,1
2019-05-05,KKR,MI,HH Pandya,MI,9 wickets,MI,field,wankhede stadium,mumbai,5,5,2019,2019,no super over,no super over,no super over,56,simple matches,134,134.0,0,MI,1
2019-05-07,CSK,MI,SA Yadav,MI,6 wickets,CSK,bat,ma chidambaram stadium,chennai,7,5,2019,2019,no super over,no super over,no super over,Unknown,Qualifier 1,132,132.0,0,CSK,0
2019-05-08,SRH,DC,RR Pant,DC,2 wickets,DC,field,dr. y.s. rajasekhara reddy aca-vdca cricket stadium,visakhapatnam,8,5,2019,2019,no super over,no super over,no super over,Unknown,Eliminator,163,165.0,0,no super over,0
2019-05-10,DC,CSK,F du Plessis,CSK,6 wickets,CSK,field,dr. y.s. rajasekhara reddy aca-vdca cricket stadium,visakhapatnam,10,5,2019,2019,no super over,no super over,no super over,Unknown,Qualifier 2,148,151.0,0,no super over,0
2019-05-12,MI,CSK,JJ Bumrah,MI,1 runs,MI,bat,rajiv gandhi international stadium,hyderabad,12,5,2019,2019,no super over,no super over,no super over,Unknown,Final,150,148.0,0,SRH,0
2020-09-19,MI,CSK,AT Rayudu,CSK,5 wickets,CSK,field,sheikh zayed stadium,abu dhabi,19,9,2020,2020,no super over,no super over,no super over,1,simple matches,163,166.0,0,no super over,0
2020-09-20,DC,KXP,MP Stoinis,DC,tie,KXP,field,dubai international cricket stadium,uae,20,9,2020,2020,DC,tie,no super over,2,simple matches,158,157.0,1,no super over,0
2020-09-21,RCB,SRH,YS Chahal,RCB,10 runs,SRH,field,dubai international cricket stadium,uae,21,9,2020,2020,no super over,no super over,no super over,3,simple matches,164,153.0,0,no super over,0
2020-09-22,RR,CSK,SV Samson,RR,16 runs,CSK,field,sharjah cricket stadium,uae,22,9,2020,2020,no super over,no super over,no super over,4,simple matches,217,200.0,0,no super over,0
2020-09-23,MI,KKR,RG Sharma,MI,49 runs,KKR,field,sheikh zayed stadium,abu dhabi,23,9,2020,2020,no super over,no super over,no super over,5,simple matches,196,146.0,0,no super over,0
2020-09-24,KXP,RCB,KL Rahul,KXP,97 runs,RCB,field,dubai international cricket stadium,uae,24,9,2020,2020,no super over,no super over,no super over,6,simple matches,207,109.0,0,no super over,0
2020-09-25,DC,CSK,PP Shaw,DC,44 runs,CSK,field,dubai international cricket stadium,uae,25,9,2020,2020,no super over,no super over,no super over,7,simple matches,176,131.0,0,no super over,0
2020-09-26,SRH,KKR,Shubman Gill,KKR,7 wickets,SRH,bat,sheikh zayed stadium,abu dhabi,26,9,2020,2020,no super over,no super over,no super over,8,simple matches,143,145.0,0,no super over,0
2020-09-27,KXP,RR,SV Samson,RR,4 wickets,RR,field,sharjah cricket stadium,uae,27,9,2020,2020,no super over,no super over,no super over,9,simple matches,224,226.0,0,no super over,0
2020-09-28,RCB,MI,AB de Villiers,RCB,tie,MI,field,dubai international cricket stadium,uae,28,9,2020,2020,RCB,tie,no super over,10,simple matches,202,201.0,1,no super over,0
2020-09-29,SRH,DC,Rashid Khan,SRH,15 runs,DC,field,sheikh zayed stadium,abu dhabi,29,9,2020,2020,no super over,no super over,no super over,11,simple matches,163,147.0,0,no super over,0
2020-09-30,KKR,RR,Shivam Mavi,KKR,37 runs,RR,field,dubai international cricket stadium,uae,30,9,2020,2020,no super over,no super over,no super over,12,simple matches,175,137.0,0,no super over,0
2020-10-01,MI,KXP,KA Pollard,MI,48 runs,KXP,field,sheikh zayed stadium,abu dhabi,1,10,2020,2020,no super over,no super over,no super over,13,simple matches,192,143.0,0,no super over,0
2020-10-02,SRH,CSK,PK Garg,SRH,7 runs,SRH,bat,dubai international cricket stadium,uae,2,10,2020,2020,no super over,no super over,no super over,14,simple matches,165,157.0,0,no super over,0
2020-10-03,RR,RCB,YS Chahal,RCB,8 wickets,RR,bat,sheikh zayed stadium,abu dhabi,3,10,2020,2020,no super over,no super over,no super over,15,simple matches,155,158.0,0,no super over,0
2020-10-03,DC,KKR,SS Iyer,DC,18 runs,KKR,field,sharjah cricket stadium,uae,3,10,2020,2020,no super over,no super over,no super over,16,simple matches,229,210.0,0,no super over,0
2020-10-04,KXP,CSK,SR Watson,CSK,10 wickets,KXP,bat,dubai international cricket stadium,uae,4,10,2020,2020,no super over,no super over,no super over,18,simple matches,179,181.0,0,no super over,0
2020-10-04,MI,SRH,TA Boult,MI,34 runs,MI,bat,sharjah cricket stadium,uae,4,10,2020,2020,no super over,no super over,no super over,17,simple matches,209,174.0,0,no super over,0
2020-10-05,DC,RCB,AR Patel,DC,59 runs,RCB,field,dubai international cricket stadium,uae,5,10,2020,2020,no super over,no super over,no super over,19,simple matches,197,137.0,0,no super over,0
2020-10-06,MI,RR,SA Yadav,MI,57 runs,MI,bat,sheikh zayed stadium,abu dhabi,6,10,2020,2020,no super over,no super over,no super over,20,simple matches,194,136.0,0,no super over,0
2020-10-07,KKR,CSK,RA Tripathi,KKR,10 runs,KKR,bat,sheikh zayed stadium,abu dhabi,7,10,2020,2020,no super over,no super over,no super over,21,simple matches,168,157.0,0,no super over,0
2020-10-08,SRH,KXP,JM Bairstow,SRH,69 runs,SRH,bat,dubai international cricket stadium,uae,8,10,2020,2020,no super over,no super over,no super over,22,simple matches,202,132.0,0,no super over,0
2020-10-09,DC,RR,R Ashwin,DC,46 runs,RR,field,sharjah cricket stadium,uae,9,10,2020,2020,no super over,no super over,no super over,23,simple matches,185,138.0,0,no super over,0
2020-10-10,KKR,KXP,KD Karthik,KKR,2 runs,KKR,bat,sheikh zayed stadium,abu dhabi,10,10,2020,2020,no super over,no super over,no super over,24,simple matches,165,162.0,0,no super over,0
2020-10-10,RCB,CSK,V Kohli,RCB,37 runs,RCB,bat,dubai international cricket stadium,uae,10,10,2020,2020,no super over,no super over,no super over,25,simple matches,170,132.0,0,no super over,0
2020-10-11,SRH,RR,R Tewatia,RR,5 wickets,SRH,bat,dubai international cricket stadium,uae,11,10,2020,2020,no super over,no super over,no super over,26,simple matches,159,163.0,0,no super over,0
2020-10-11,DC,MI,Q de Kock,MI,5 wickets,DC,bat,sheikh zayed stadium,abu dhabi,11,10,2020,2020,no super over,no super over,no super over,27,simple matches,163,166.0,0,no super over,0
2020-10-12,RCB,KKR,AB de Villiers,RCB,82 runs,RCB,bat,sharjah cricket stadium,uae,12,10,2020,2020,no super over,no super over,no super over,28,simple matches,195,112.0,0,no super over,0
2020-10-13,CSK,SRH,RA Jadeja,CSK,20 runs,CSK,bat,dubai international cricket stadium,uae,13,10,2020,2020,no super over,no super over,no super over,29,simple matches,168,147.0,0,no super over,0
2020-10-14,DC,RR,A Nortje,DC,13 runs,DC,bat,dubai international cricket stadium,uae,14,10,2020,2020,no super over,no super over,no super over,30,simple matches,162,148.0,0,no super over,0
2020-10-15,RCB,KXP,KL Rahul,KXP,8 wickets,RCB,bat,sharjah cricket stadium,uae,15,10,2020,2020,no super over,no super over,no super over,31,simple matches,172,177.0,0,no super over,0
2020-10-16,KKR,MI,Q de Kock,MI,8 wickets,KKR,bat,sheikh zayed stadium,abu dhabi,16,10,2020,2020,no super over,no super over,no super over,32,simple matches,149,149.0,0,no super over,0
2020-10-17,CSK,DC,S Dhawan,DC,5 wickets,CSK,bat,sharjah cricket stadium,uae,17,10,2020,2020,no super over,no super over,no super over,34,simple matches,180,185.0,0,no super over,0
2020-10-17,RR,RCB,AB de Villiers,RCB,7 wickets,RR,bat,dubai international cricket stadium,uae,17,10,2020,2020,no super over,no super over,no super over,33,simple matches,178,179.0,0,no super over,0
2020-10-18,KKR,SRH,LH Ferguson,KKR,tie,SRH,field,sheikh zayed stadium,abu dhabi,18,10,2020,2020,KKR,tie,no super over,35,simple matches,164,163.0,1,no super over,0
2020-10-18,MI,KXP,KL Rahul,KXP,tie,MI,bat,dubai international cricket stadium,uae,18,10,2020,2020,KXP,tie,no super over,36,simple matches,177,176.0,1,no super over,0
2020-10-19,CSK,RR,JC Buttler,RR,7 wickets,CSK,bat,sheikh zayed stadium,abu dhabi,19,10,2020,2020,no super over,no super over,no super over,37,simple matches,126,126.0,0,no super over,0
2020-10-20,DC,KXP,S Dhawan,KXP,5 wickets,DC,bat,dubai international cricket stadium,uae,20,10,2020,2020,no super over,no super over,no super over,38,simple matches,165,167.0,0,no super over,0
2020-10-21,KKR,RCB,Mohammed Siraj,RCB,8 wickets,KKR,bat,sheikh zayed stadium,abu dhabi,21,10,2020,2020,no super over,no super over,no super over,39,simple matches,85,85.0,0,no super over,0
2020-10-22,RR,SRH,MK Pandey,SRH,8 wickets,SRH,field,dubai international cricket stadium,uae,22,10,2020,2020,no super over,no super over,no super over,40,simple matches,155,156.0,0,no super over,0
2020-10-23,CSK,MI,TA Boult,MI,10 wickets,MI,field,sharjah cricket stadium,uae,23,10,2020,2020,no super over,no super over,no super over,41,simple matches,115,116.0,0,no super over,0
2020-10-24,KKR,DC,CV Varun,KKR,59 runs,DC,field,sheikh zayed stadium,abu dhabi,24,10,2020,2020,no super over,no super over,no super over,42,simple matches,195,135.0,0,no super over,0
2020-10-24,KXP,SRH,CJ Jordan,KXP,12 runs,SRH,field,dubai international cricket stadium,uae,24,10,2020,2020,no super over,no super over,no super over,43,simple matches,127,114.0,0,no super over,0
2020-10-25,MI,RR,BA Stokes,RR,8 wickets,MI,bat,sheikh zayed stadium,abu dhabi,25,10,2020,2020,no super over,no super over,no super over,45,simple matches,196,196.0,0,no super over,0
2020-10-25,RCB,CSK,RD Gaikwad,CSK,8 wickets,RCB,bat,dubai international cricket stadium,uae,25,10,2020,2020,no super over,no super over,no super over,44,simple matches,146,150.0,0,no super over,0
2020-10-26,KKR,KXP,CH Gayle,KXP,8 wickets,KXP,field,sharjah cricket stadium,uae,26,10,2020,2020,no super over,no super over,no super over,46,simple matches,150,150.0,0,no super over,0
2020-10-27,SRH,DC,WP Saha,SRH,88 runs,DC,field,dubai international cricket stadium,uae,27,10,2020,2020,no super over,no super over,no super over,47,simple matches,220,131.0,0,no super over,0
2020-10-28,RCB,MI,SA Yadav,MI,5 wickets,MI,field,sheikh zayed stadium,abu dhabi,28,10,2020,2020,no super over,no super over,no super over,48,simple matches,165,166.0,0,no super over,0
2020-10-29,KKR,CSK,RD Gaikwad,CSK,6 wickets,CSK,field,dubai international cricket stadium,uae,29,10,2020,2020,no super over,no super over,no super over,49,simple matches,173,178.0,0,no super over,0
2020-10-30,KXP,RR,BA Stokes,RR,7 wickets,RR,field,sheikh zayed stadium,abu dhabi,30,10,2020,2020,no super over,no super over,no super over,50,simple matches,186,186.0,0,no super over,0
2020-10-31,RCB,SRH,Sandeep Sharma,SRH,5 wickets,SRH,field,sharjah cricket stadium,uae,31,10,2020,2020,no super over,no super over,no super over,52,simple matches,121,121.0,0,no super over,0
2020-10-31,DC,MI,Ishan Kishan,MI,9 wickets,MI,field,dubai international cricket stadium,uae,31,10,2020,2020,no super over,no super over,no super over,51,simple matches,111,111.0,0,no super over,0
2020-11-01,KXP,CSK,RD Gaikwad,CSK,9 wickets,CSK,field,sheikh zayed stadium,abu dhabi,1,11,2020,2020,no super over,no super over,no super over,53,simple matches,154,154.0,0,no super over,0
2020-11-01,KKR,RR,PJ Cummins,KKR,60 runs,RR,field,dubai international cricket stadium,uae,1,11,2020,2020,no super over,no super over,no super over,54,simple matches,192,131.0,0,no super over,0
2020-11-02,RCB,DC,A Nortje,DC,6 wickets,DC,field,sheikh zayed stadium,abu dhabi,2,11,2020,2020,no super over,no super over,no super over,55,simple matches,153,154.0,0,no super over,0
2020-11-03,MI,SRH,S Nadeem,SRH,10 wickets,SRH,field,sharjah cricket stadium,uae,3,11,2020,2020,no super over,no super over,no super over,56,simple matches,150,151.0,0,no super over,0
2020-11-05,MI,DC,JJ Bumrah,MI,57 runs,DC,field,dubai international cricket stadium,uae,5,11,2020,2020,no super over,no super over,no super over,Unknown,Qualifier 1,201,143.0,0,no super over,0
2020-11-06,RCB,SRH,KS Williamson,SRH,6 wickets,SRH,field,sheikh zayed stadium,abu dhabi,6,11,2020,2020,no super over,no super over,no super over,Unknown,Eliminator,132,132.0,0,no super over,0
2020-11-08,DC,SRH,MP Stoinis,DC,17 runs,DC,bat,sheikh zayed stadium,abu dhabi,8,11,2020,2020,no super over,no super over,no super over,Unknown,Qualifier 2,190,172.0,0,no super over,0
2020-11-10,DC,MI,TA Boult,MI,5 wickets,DC,bat,dubai international cricket stadium,uae,10,11,2020,2020,no super over,no super over,no super over,Unknown,Final,157,157.0,0,no super over,0
2021-04-09,MI,RCB,HV Patel,RCB,2 wickets,RCB,field,ma chidambaram stadium,chennai,9,4,2021,2021,no super over,no super over,no super over,1,simple matches,160,160.0,0,CSK,0
2021-04-10,CSK,DC,S Dhawan,DC,7 wickets,DC,field,wankhede stadium,mumbai,10,4,2021,2021,no super over,no super over,no super over,2,simple matches,189,190.0,0,MI,0
2021-04-11,KKR,SRH,N Rana,KKR,10 runs,SRH,field,ma chidambaram stadium,chennai,11,4,2021,2021,no super over,no super over,no super over,3,simple matches,188,177.0,0,CSK,0
2021-04-12,KXP,RR,SV Samson,KXP,4 runs,RR,field,wankhede stadium,mumbai,12,4,2021,2021,no super over,no super over,no super over,4,simple matches,222,217.0,0,MI,0
2021-04-13,MI,KKR,RD Chahar,MI,10 runs,KKR,field,ma chidambaram stadium,chennai,13,4,2021,2021,no super over,no super over,no super over,5,simple matches,153,142.0,0,CSK,0
2021-04-14,RCB,SRH,GJ Maxwell,RCB,6 runs,SRH,field,ma chidambaram stadium,chennai,14,4,2021,2021,no super over,no super over,no super over,6,simple matches,150,143.0,0,CSK,0
2021-04-15,DC,RR,JD Unadkat,RR,3 wickets,RR,field,wankhede stadium,mumbai,15,4,2021,2021,no super over,no super over,no super over,7,simple matches,148,150.0,0,MI,0
2021-04-16,KXP,CSK,DL Chahar,CSK,6 wickets,CSK,field,wankhede stadium,mumbai,16,4,2021,2021,no super over,no super over,no super over,8,simple matches,107,107.0,0,MI,0
2021-04-17,MI,SRH,KA Pollard,MI,13 runs,MI,bat,ma chidambaram stadium,chennai,17,4,2021,2021,no super over,no super over,no super over,9,simple matches,151,137.0,0,CSK,0
