date,batting_team,bowling_team,player_of_match,match_won_by,win_outcome,toss_winner,toss_decision,venue,city,day,month,year,season,superover_winner,result_type,method,event_match_no,stage,target_score,chased_score,tie_match,venue_home_team,is_home_win
2016-05-22,DC,RCB,V Kohli,RCB,6 wickets,RCB,field,shaheed veer narayan singh international stadium,raipur,22,5,2016,2016,no super over,no super over,no super over,56,simple matches,139,139.0,0,no super over,0
2016-05-24,GL,RCB,AB de Villiers,RCB,4 wickets,RCB,field,m chinnaswamy stadium,bangalore,24,5,2016,2016,no super over,no super over,no super over,Unknown,Qualifier 1,159,159.0,0,RCB,1
2016-05-25,SRH,KKR,MC Henriques,SRH,22 runs,KKR,field,arun jaitley stadium,delhi,25,5,2016,2016,no super over,no super over,no super over,Unknown,Elimination Final,163,140.0,0,DC,0
2016-05-27,GL,SRH,DA Warner,SRH,4 wickets,SRH,field,arun jaitley stadium,delhi,27,5,2016,2016,no super over,no super over,no super over,Unknown,Qualifier 2,163,163.0,0,DC,0
2016-05-29,SRH,RCB,BCJ Cutting,SRH,8 runs,SRH,bat,m chinnaswamy stadium,bangalore,29,5,2016,2016,no super over,no super over,no super over,Unknown,Final,209,200.0,0,RCB,0
2017-04-05,SRH,RCB,Yuvraj Singh,SRH,35 runs,RCB,field,rajiv gandhi international stadium,hyderabad,5,4,2017,2017,no super over,no super over,no super over,1,simple matches,208,172.0,0,SRH,1
2017-04-06,MI,RPS,SPD Smith,RPS,7 wickets,RPS,field,maharashtra cricket association stadium,pune,6,4,2017,2017,no super over,no super over,no super over,2,simple matches,185,187.0,0,no super over,0
2017-04-07,GL,KKR,CA Lynn,KKR,10 wickets,KKR,field,saurashtra cricket association stadium,rajkot,7,4,2017,2017,no super over,no super over,no super over,3,simple matches,184,184.0,0,no super over,0
2017-04-08,RPS,KXP,GJ Maxwell,KXP,6 wickets,KXP,field,holkar cricket stadium,indore,8,4,2017,2017,no super over,no super over,no super over,4,simple matches,164,164.0,0,no super over,0
2017-04-08,RCB,DC,KM Jadhav,RCB,15 runs,RCB,bat,m chinnaswamy stadium,bengaluru,8,4,2017,2017,no super over,no super over,no super over,5,simple matches,158,142.0,0,RCB,1
2017-04-09,GL,SRH,Rashid Khan,SRH,9 wickets,SRH,field,rajiv gandhi international stadium,hyderabad,9,4,2017,2017,no super over,no super over,no super over,6,simple matches,136,140.0,0,SRH,1
2017-04-09,KKR,MI,N Rana,MI,4 wickets,MI,field,wankhede stadium,mumbai,9,4,2017,2017,no super over,no super over,no super over,7,simple matches,179,180.0,0,MI,1
2017-04-10,RCB,KXP,AR Patel,KXP,8 wickets,RCB,bat,holkar cricket stadium,indore,10,4,2017,2017,no super over,no super over,no super over,8,simple matches,149,150.0,0,no super over,0
2017-04-11,DC,RPS,SV Samson,DC,97 runs,RPS,field,maharashtra cricket association stadium,pune,11,4,2017,2017,no super over,no super over,no super over,9,simple matches,206,108.0,0,no super over,0
2017-04-12,SRH,MI,JJ Bumrah,MI,4 wickets,MI,field,wankhede stadium,mumbai,12,4,2017,2017,no super over,no super over,no super over,10,simple matches,159,159.0,0,MI,1
2017-04-13,KXP,KKR,SP Narine,KKR,8 wickets,KKR,field,eden gardens,kolkata,13,4,2017,2017,no super over,no super over,no super over,11,simple matches,171,171.0,0,KKR,1
2017-04-14,RCB,MI,KA Pollard,MI,4 wickets,MI,field,m chinnaswamy stadium,bangalore,14,4,2017,2017,no super over,no super over,no super over,12,simple matches,143,145.0,0,RCB,0
2017-04-14,RPS,GL,AJ Tye,GL,7 wickets,GL,field,saurashtra cricket association stadium,rajkot,14,4,2017,2017,no super over,no super over,no super over,13,simple matches,172,172.0,0,no super over,0
2017-04-15,KKR,SRH,RV Uthappa,KKR,17 runs,SRH,field,eden gardens,kolkata,15,4,2017,2017,no super over,no super over,no super over,14,simple matches,173,155.0,0,KKR,1
2017-04-15,DC,KXP,CJ Anderson,DC,51 runs,DC,bat,arun jaitley stadium,delhi,15,4,2017,2017,no super over,no super over,no super over,15,simple matches,189,137.0,0,DC,1
2017-04-16,GL,MI,N Rana,MI,6 wickets,MI,field,wankhede stadium,mumbai,16,4,2017,2017,no super over,no super over,no super over,16,simple matches,177,177.0,0,MI,1
2017-04-16,RPS,RCB,BA Stokes,RPS,27 runs,RCB,field,m chinnaswamy stadium,bangalore,16,4,2017,2017,no super over,no super over,no super over,17,simple matches,162,134.0,0,RCB,0
2017-04-17,DC,KKR,NM Coulter-Nile,KKR,4 wickets,DC,bat,arun jaitley stadium,delhi,17,4,2017,2017,no super over,no super over,no super over,18,simple matches,169,169.0,0,DC,0
2017-04-17,SRH,KXP,B Kumar,SRH,5 runs,KXP,field,rajiv gandhi international stadium,hyderabad,17,4,2017,2017,no super over,no super over,no super over,19,simple matches,160,154.0,0,SRH,1
2017-04-18,RCB,GL,CH Gayle,RCB,21 runs,GL,field,saurashtra cricket association stadium,rajkot,18,4,2017,2017,no super over,no super over,no super over,20,simple matches,214,192.0,0,no super over,0
2017-04-19,SRH,DC,KS Williamson,SRH,15 runs,SRH,bat,rajiv gandhi international stadium,hyderabad,19,4,2017,2017,no super over,no super over,no super over,21,simple matches,192,176.0,0,SRH,1
2017-04-20,KXP,MI,JC Buttler,MI,8 wickets,MI,field,holkar cricket stadium,indore,20,4,2017,2017,no super over,no super over,no super over,22,simple matches,199,199.0,0,no super over,0
2017-04-21,KKR,GL,SK Raina,GL,4 wickets,GL,field,eden gardens,kolkata,21,4,2017,2017,no super over,no super over,no super over,23,simple matches,188,188.0,0,KKR,0
2017-04-22,MI,DC,MJ McClenaghan,MI,14 runs,DC,field,wankhede stadium,mumbai,22,4,2017,2017,no super over,no super over,no super over,25,simple matches,143,128.0,0,MI,1
2017-04-22,SRH,RPS,MS Dhoni,RPS,6 wickets,RPS,field,maharashtra cricket association stadium,pune,22,4,2017,2017,no super over,no super over,no super over,24,simple matches,177,179.0,0,no super over,0
2017-04-23,KXP,GL,HM Amla,KXP,26 runs,GL,field,saurashtra cricket association stadium,rajkot,23,4,2017,2017,no super over,no super over,no super over,26,simple matches,189,162.0,0,no super over,0
2017-04-23,KKR,RCB,NM Coulter-Nile,KKR,82 runs,RCB,field,eden gardens,kolkata,23,4,2017,2017,no super over,no super over,no super over,27,simple matches,132,49.0,0,KKR,1
2017-04-24,RPS,MI,BA Stokes,RPS,3 runs,MI,field,wankhede stadium,mumbai,24,4,2017,2017,no super over,no super over,no super over,28,simple matches,161,157.0,0,MI,0
2017-04-26,RPS,KKR,RV Uthappa,KKR,7 wickets,KKR,field,maharashtra cricket association stadium,pune,26,4,2017,2017,no super over,no super over,no super over,30,simple matches,183,184.0,0,no super over,0
2017-04-27,RCB,GL,AJ Tye,GL,7 wickets,GL,field,m chinnaswamy stadium,bangalore,27,4,2017,2017,no super over,no super over,no super over,31,simple matches,135,135.0,0,RCB,0
2017-04-28,DC,KKR,G Gambhir,KKR,7 wickets,KKR,field,eden gardens,kolkata,28,4,2017,2017,no super over,no super over,no super over,32,simple matches,161,161.0,0,KKR,1
2017-04-28,SRH,KXP,Rashid Khan,SRH,26 runs,KXP,field,punjab cricket association stadium,chandigarh,28,4,2017,2017,no super over,no super over,no super over,33,simple matches,208,181.0,0,KXP,0
2017-04-29,RPS,RCB,LH Ferguson,RPS,61 runs,RCB,field,maharashtra cricket association stadium,pune,29,4,2017,2017,no super over,no super over,no super over,34,simple matches,158,96.0,0,no super over,0
2017-04-29,GL,MI,KH Pandya,MI,tie,GL,bat,saurashtra cricket association stadium,rajkot,29,4,2017,2017,MI,tie,no super over,35,simple matches,154,153.0,1,no super over,0
2017-04-30,DC,KXP,Sandeep Sharma,KXP,10 wickets,KXP,field,punjab cricket association stadium,chandigarh,30,4,2017,2017,no super over,no super over,no super over,36,simple matches,68,68.0,0,KXP,1
2017-04-30,SRH,KKR,DA Warner,SRH,48 runs,KKR,field,rajiv gandhi international stadium,hyderabad,30,4,2017,2017,no super over,no super over,no super over,37,simple matches,210,161.0,0,SRH,1
2017-05-01,RCB,MI,RG Sharma,MI,5 wickets,RCB,bat,wankhede stadium,mumbai,1,5,2017,2017,no super over,no super over,no super over,38,simple matches,163,165.0,0,MI,1
2017-05-01,GL,RPS,BA Stokes,RPS,5 wickets,RPS,field,maharashtra cricket association stadium,pune,1,5,2017,2017,no super over,no super over,no super over,39,simple matches,162,167.0,0,no super over,0
2017-05-02,SRH,DC,Mohammed Shami,DC,6 wickets,DC,field,arun jaitley stadium,delhi,2,5,2017,2017,no super over,no super over,no super over,40,simple matches,186,189.0,0,DC,1
2017-05-03,KKR,RPS,RA Tripathi,RPS,4 wickets,RPS,field,eden gardens,kolkata,3,5,2017,2017,no super over,no super over,no super over,41,simple matches,156,158.0,0,KKR,0
2017-05-04,GL,DC,RR Pant,DC,7 wickets,DC,field,arun jaitley stadium,delhi,4,5,2017,2017,no super over,no super over,no super over,42,simple matches,209,214.0,0,DC,1
2017-05-05,KXP,RCB,Sandeep Sharma,KXP,19 runs,RCB,field,m chinnaswamy stadium,bangalore,5,5,2017,2017,no super over,no super over,no super over,43,simple matches,139,119.0,0,RCB,0
2017-05-06,RPS,SRH,JD Unadkat,RPS,12 runs,SRH,field,rajiv gandhi international stadium,hyderabad,6,5,2017,2017,no super over,no super over,no super over,44,simple matches,149,136.0,0,SRH,0
2017-05-06,MI,DC,LMP Simmons,MI,146 runs,DC,field,arun jaitley stadium,delhi,6,5,2017,2017,no super over,no super over,no super over,45,simple matches,213,66.0,0,DC,0
2017-05-07,RCB,KKR,SP Narine,KKR,6 wickets,KKR,field,m chinnaswamy stadium,bangalore,7,5,2017,2017,no super over,no super over,no super over,46,simple matches,159,159.0,0,RCB,0
2017-05-07,KXP,GL,DR Smith,GL,6 wickets,GL,field,punjab cricket association stadium,chandigarh,7,5,2017,2017,no super over,no super over,no super over,47,simple matches,190,192.0,0,KXP,0
2017-05-08,MI,SRH,S Dhawan,SRH,7 wickets,MI,bat,rajiv gandhi international stadium,hyderabad,8,5,2017,2017,no super over,no super over,no super over,48,simple matches,139,140.0,0,SRH,1
2017-05-09,KXP,KKR,MM Sharma,KXP,14 runs,KKR,field,punjab cricket association stadium,chandigarh,9,5,2017,2017,no super over,no super over,no super over,49,simple matches,168,153.0,0,KXP,1
2017-05-10,GL,DC,SS Iyer,DC,2 wickets,DC,field,green park,kanpur,10,5,2017,2017,no super over,no super over,no super over,50,simple matches,196,197.0,0,no super over,0
2017-05-11,KXP,MI,WP Saha,KXP,7 runs,MI,field,wankhede stadium,mumbai,11,5,2017,2017,no super over,no super over,no super over,51,simple matches,231,223.0,0,MI,0
2017-05-12,DC,RPS,KK Nair,DC,7 runs,DC,bat,arun jaitley stadium,delhi,12,5,2017,2017,no super over,no super over,no super over,52,simple matches,169,161.0,0,DC,1
2017-05-13,GL,SRH,Mohammed Siraj,SRH,8 wickets,SRH,field,green park,kanpur,13,5,2017,2017,no super over,no super over,no super over,53,simple matches,155,158.0,0,no super over,0
2017-05-13,MI,KKR,AT Rayudu,MI,9 runs,KKR,field,eden gardens,kolkata,13,5,2017,2017,no super over,no super over,no super over,54,simple matches,174,164.0,0,KKR,0
2017-05-14,KXP,RPS,JD Unadkat,RPS,9 wickets,RPS,field,maharashtra cricket association stadium,pune,14,5,2017,2017,no super over,no super over,no super over,55,simple matches,74,78.0,0,no super over,0
2017-05-14,RCB,DC,HV Patel,RCB,10 runs,RCB,bat,arun jaitley stadium,delhi,14,5,2017,2017,no super over,no super over,no super over,56,simple matches,162,151.0,0,DC,0
2017-05-16,RPS,MI,Washington Sundar,RPS,20 runs,MI,field,wankhede stadium,mumbai,16,5,2017,2017,no super over,no super over,no super over,Unknown,Qualifier 1,163,142.0,0,MI,0
2017-05-17,SRH,KKR,NM Coulter-Nile,KKR,7 wickets,KKR,field,m chinnaswamy stadium,bangalore,17,5,2017,2017,no super over,no super over,D/L,Unknown,Eliminator,129,48.0,0,RCB,0
2017-05-19,KKR,MI,KV Sharma,MI,6 wickets,MI,field,m chinnaswamy stadium,bangalore,19,5,2017,2017,no super over,no super over,no super over,Unknown,Qualifier 2,108,111.0,0,RCB,0
2017-05-21,MI,RPS,KH Pandya,MI,1 runs,MI,bat,rajiv gandhi international stadium,hyderabad,21,5,2017,2017,no super over,no super over,no super over,Unknown,Final,130,128.0,0,SRH,0
2018-04-07,MI,CSK,DJ Bravo,CSK,1 wickets,CSK,field,wankhede stadium,mumbai,7,4,2018,2018,no super over,no super over,no super over,1,simple matches,166,169.0,0,MI,0
2018-04-08,DC,KXP,KL Rahul,KXP,6 wickets,KXP,field,punjab cricket association stadium,chandigarh,8,4,2018,2018,no super over,no super over,no super over,2,simple matches,167,167.0,0,KXP,1
2018-04-08,RCB,KKR,SP Narine,KKR,4 wickets,KKR,field,eden gardens,kolkata,8,4,2018,2018,no super over,no super over,no super over,3,simple matches,177,177.0,0,KKR,1
2018-04-09,RR,SRH,S Dhawan,SRH,9 wickets,SRH,field,rajiv gandhi international stadium,hyderabad,9,4,2018,2018,no super over,no super over,no super over,4,simple matches,126,127.0,0,SRH,1
2018-04-10,KKR,CSK,SW Billings,CSK,5 wickets,CSK,field,ma chidambaram stadium,chennai,10,4,2018,2018,no super over,no super over,no super over,5,simple matches,203,205.0,0,CSK,1
2018-04-11,RR,DC,SV Samson,RR,10 runs,DC,field,sawai mansingh stadium,jaipur,11,4,2018,2018,no super over,no super over,D/L,6,simple matches,154,60.0,0,RR,1
2018-04-12,MI,SRH,Rashid Khan,SRH,1 wickets,SRH,field,rajiv gandhi international stadium,hyderabad,12,4,2018,2018,no super over,no super over,no super over,7,simple matches,148,151.0,0,SRH,1
2018-04-13,KXP,RCB,UT Yadav,RCB,4 wickets,RCB,field,m chinnaswamy stadium,bengaluru,13,4,2018,2018,no super over,no super over,no super over,8,simple matches,156,159.0,0,RCB,1
2018-04-14,MI,DC,JJ Roy,DC,7 wickets,DC,field,wankhede stadium,mumbai,14,4,2018,2018,no super over,no super over,no super over,9,simple matches,195,195.0,0,MI,0
2018-04-14,KKR,SRH,B Stanlake,SRH,5 wickets,SRH,field,eden gardens,kolkata,14,4,2018,2018,no super over,no super over,no super over,10,simple matches,139,139.0,0,KKR,0
2018-04-15,RR,RCB,SV Samson,RR,19 runs,RCB,field,m chinnaswamy stadium,bengaluru,15,4,2018,2018,no super over,no super over,no super over,11,simple matches,218,198.0,0,RCB,0
2018-04-15,KXP,CSK,CH Gayle,KXP,4 runs,CSK,field,punjab cricket association stadium,chandigarh,15,4,2018,2018,no super over,no super over,no super over,12,simple matches,198,193.0,0,KXP,1
2018-04-16,KKR,DC,N Rana,KKR,71 runs,DC,field,eden gardens,kolkata,16,4,2018,2018,no super over,no super over,no super over,13,simple matches,201,129.0,0,KKR,1
2018-04-17,MI,RCB,RG Sharma,MI,46 runs,RCB,field,wankhede stadium,mumbai,17,4,2018,2018,no super over,no super over,no super over,14,simple matches,214,167.0,0,MI,1
2018-04-18,RR,KKR,N Rana,KKR,7 wickets,KKR,field,sawai mansingh stadium,jaipur,18,4,2018,2018,no super over,no super over,no super over,15,simple matches,161,163.0,0,RR,0
2018-04-19,KXP,SRH,CH Gayle,KXP,15 runs,KXP,bat,punjab cricket association stadium,chandigarh,19,4,2018,2018,no super over,no super over,no super over,16,simple matches,194,178.0,0,KXP,1
2018-04-20,CSK,RR,SR Watson,CSK,64 runs,RR,field,maharashtra cricket association stadium,pune,20,4,2018,2018,no super over,no super over,no super over,17,simple matches,205,140.0,0,no super over,0
2018-04-21,KKR,KXP,KL Rahul,KXP,9 wickets,KXP,field,eden gardens,kolkata,21,4,2018,2018,no super over,no super over,D/L,18,simple matches,192,126.0,0,KKR,0
2018-04-21,DC,RCB,AB de Villiers,RCB,6 wickets,RCB,field,m chinnaswamy stadium,bengaluru,21,4,2018,2018,no super over,no super over,no super over,19,simple matches,175,176.0,0,RCB,1
2018-04-22,CSK,SRH,AT Rayudu,CSK,4 runs,SRH,field,rajiv gandhi international stadium,hyderabad,22,4,2018,2018,no super over,no super over,no super over,20,simple matches,183,178.0,0,SRH,0
2018-04-22,MI,RR,JC Archer,RR,3 wickets,MI,bat,sawai mansingh stadium,jaipur,22,4,2018,2018,no super over,no super over,no super over,21,simple matches,168,168.0,0,RR,1
2018-04-23,KXP,DC,AS Rajpoot,KXP,4 runs,DC,field,arun jaitley stadium,delhi,23,4,2018,2018,no super over,no super over,no super over,22,simple matches,144,139.0,0,DC,0
2018-04-24,SRH,MI,Rashid Khan,SRH,31 runs,MI,field,wankhede stadium,mumbai,24,4,2018,2018,no super over,no super over,no super over,23,simple matches,119,87.0,0,MI,0
2018-04-25,RCB,CSK,MS Dhoni,CSK,5 wickets,CSK,field,m chinnaswamy stadium,bengaluru,25,4,2018,2018,no super over,no super over,no super over,24,simple matches,206,207.0,0,RCB,0
2018-04-26,SRH,KXP,AS Rajpoot,SRH,13 runs,KXP,field,rajiv gandhi international stadium,hyderabad,26,4,2018,2018,no super over,no super over,no super over,25,simple matches,133,119.0,0,SRH,1
2018-04-27,DC,KKR,SS Iyer,DC,55 runs,KKR,field,arun jaitley stadium,delhi,27,4,2018,2018,no super over,no super over,no super over,26,simple matches,220,164.0,0,DC,1
2018-04-28,CSK,MI,RG Sharma,MI,8 wickets,MI,field,maharashtra cricket association stadium,pune,28,4,2018,2018,no super over,no super over,no super over,27,simple matches,170,170.0,0,no super over,0
2018-04-29,SRH,RR,KS Williamson,SRH,11 runs,SRH,bat,sawai mansingh stadium,jaipur,29,4,2018,2018,no super over,no super over,no super over,28,simple matches,152,140.0,0,RR,0
2018-04-29,RCB,KKR,CA Lynn,KKR,6 wickets,KKR,field,m chinnaswamy stadium,bengaluru,29,4,2018,2018,no super over,no super over,no super over,29,simple matches,176,176.0,0,RCB,0
2018-04-30,CSK,DC,SR Watson,CSK,13 runs,DC,field,maharashtra cricket association stadium,pune,30,4,2018,2018,no super over,no super over,no super over,30,simple matches,212,198.0,0,no super over,0
2018-05-01,RCB,MI,TG Southee,RCB,14 runs,MI,field,m chinnaswamy stadium,bengaluru,1,5,2018,2018,no super over,no super over,no super over,31,simple matches,168,153.0,0,RCB,1
2018-05-02,DC,RR,RR Pant,DC,4 runs,RR,field,arun jaitley stadium,delhi,2,5,2018,2018,no super over,no super over,D/L,32,simple matches,197,146.0,0,DC,1
2018-05-03,CSK,KKR,SP Narine,KKR,6 wickets,KKR,field,eden gardens,kolkata,3,5,2018,2018,no super over,no super over,no super over,33,simple matches,178,180.0,0,KKR,1
2018-05-04,KXP,MI,SA Yadav,MI,6 wickets,MI,field,holkar cricket stadium,indore,4,5,2018,2018,no super over,no super over,no super over,34,simple matches,175,176.0,0,no super over,0
2018-05-05,RCB,CSK,RA Jadeja,CSK,6 wickets,CSK,field,maharashtra cricket association stadium,pune,5,5,2018,2018,no super over,no super over,no super over,35,simple matches,128,128.0,0,no super over,0
2018-05-05,DC,SRH,Rashid Khan,SRH,7 wickets,DC,bat,rajiv gandhi international stadium,hyderabad,5,5,2018,2018,no super over,no super over,no super over,36,simple matches,164,164.0,0,SRH,1
2018-05-06,MI,KKR,HH Pandya,MI,13 runs,KKR,field,wankhede stadium,mumbai,6,5,2018,2018,no super over,no super over,no super over,37,simple matches,182,168.0,0,MI,1
2018-05-06,RR,KXP,Mujeeb Ur Rahman,KXP,6 wickets,KXP,field,holkar cricket stadium,indore,6,5,2018,2018,no super over,no super over,no super over,38,simple matches,153,155.0,0,no super over,0
2018-05-07,SRH,RCB,KS Williamson,SRH,5 runs,RCB,field,rajiv gandhi international stadium,hyderabad,7,5,2018,2018,no super over,no super over,no super over,39,simple matches,147,141.0,0,SRH,1
2018-05-08,RR,KXP,JC Buttler,RR,15 runs,RR,bat,sawai mansingh stadium,jaipur,8,5,2018,2018,no super over,no super over,no super over,40,simple matches,159,143.0,0,RR,1
2018-05-09,MI,KKR,Ishan Kishan,MI,102 runs,KKR,field,eden gardens,kolkata,9,5,2018,2018,no super over,no super over,no super over,41,simple matches,211,108.0,0,KKR,0
2018-05-10,DC,SRH,S Dhawan,SRH,9 wickets,DC,bat,arun jaitley stadium,delhi,10,5,2018,2018,no super over,no super over,no super over,42,simple matches,188,191.0,0,DC,0
2018-05-11,CSK,RR,JC Buttler,RR,4 wickets,CSK,bat,sawai mansingh stadium,jaipur,11,5,2018,2018,no super over,no super over,no super over,43,simple matches,177,177.0,0,RR,1
2018-05-12,KKR,KXP,SP Narine,KKR,31 runs,KXP,field,holkar cricket stadium,indore,12,5,2018,2018,no super over,no super over,no super over,44,simple matches,246,214.0,0,no super over,0
2018-05-12,DC,RCB,AB de Villiers,RCB,5 wickets,RCB,field,arun jaitley stadium,delhi,12,5,2018,2018,no super over,no super over,no super over,45,simple matches,182,187.0,0,DC,0
2018-05-13,SRH,CSK,AT Rayudu,CSK,8 wickets,CSK,field,maharashtra cricket association stadium,pune,13,5,2018,2018,no super over,no super over,no super over,46,simple matches,180,180.0,0,no super over,0
2018-05-13,MI,RR,JC Buttler,RR,7 wickets,RR,field,wankhede stadium,mumbai,13,5,2018,2018,no super over,no super over,no super over,47,simple matches,169,171.0,0,MI,0
2018-05-14,KXP,RCB,UT Yadav,RCB,10 wickets,RCB,field,holkar cricket stadium,indore,14,5,2018,2018,no super over,no super over,no super over,48,simple matches,89,92.0,0,no super over,0
2018-05-15,RR,KKR,Kuldeep Yadav,KKR,6 wickets,KKR,field,eden gardens,kolkata,15,5,2018,2018,no super over,no super over,no super over,49,simple matches,143,145.0,0,KKR,1
2018-05-16,MI,KXP,JJ Bumrah,MI,3 runs,KXP,field,wankhede stadium,mumbai,16,5,2018,2018,no super over,no super over,no super over,50,simple matches,187,183.0,0,MI,1
2018-05-17,RCB,SRH,AB de Villiers,RCB,14 runs,SRH,field,m chinnaswamy stadium,bengaluru,17,5,2018,2018,no super over,no super over,no super over,51,simple matches,219,204.0,0,RCB,1
2018-05-18,DC,CSK,HV Patel,DC,34 runs,CSK,field,arun jaitley stadium,delhi,18,5,2018,2018,no super over,no super over,no super over,52,simple matches,163,128.0,0,DC,1
2018-05-19,RR,RCB,S Gopal,RR,30 runs,RR,bat,sawai mansingh stadium,jaipur,19,5,2018,2018,no super over,no super over,no super over,53,simple matches,165,134.0,0,RR,1
2018-05-19,SRH,KKR,CA Lynn,KKR,5 wickets,SRH,bat,rajiv gandhi international stadium,hyderabad,19,5,2018,2018,no super over,no super over,no super over,54,simple matches,173,173.0,0,SRH,0
2018-05-20,DC,MI,A Mishra,DC,11 runs,DC,bat,arun jaitley stadium,delhi,20,5,2018,2018,no super over,no super over,no super over,55,simple matches,175,163.0,0,DC,1
2018-05-20,KXP,CSK,L Ngidi,CSK,5 wickets,CSK,field,maharashtra cricket association stadium,pune,20,5,2018,2018,no super over,no super over,no super over,56,simple matches,154,159.0,0,no super over,0
2018-05-22,SRH,CSK,F du Plessis,CSK,2 wickets,CSK,field,wankhede stadium,mumbai,22,5,2018,2018,no super over,no super over,no super over,Unknown,Qualifier 1,140,140.0,0,MI,0
2018-05-23,KKR,RR,AD Russell,KKR,25 runs,RR,field,eden gardens,kolkata,23,5,2018,2018,no super over,no super over,no super over,Unknown,Eliminator,170,144.0,0,KKR,1
2018-05-25,SRH,KKR,Rashid Khan,SRH,14 runs,KKR,field,eden gardens,kolkata,25,5,2018,2018,no super over,no super over,no super over,Unknown,Qualifier 2,175,160.0,0,KKR,0
2018-05-27,SRH,CSK,SR Watson,CSK,8 wickets,CSK,field,wankhede stadium,mumbai,27,5,2018,2018,no super over,no super over,no super over,Unknown,Final,179,181.0,0,MI,0
2019-03-23,RCB,CSK,Harbhajan Singh,CSK,7 wickets,CSK,field,ma chidambaram stadium,chennai,23,3,2019,2019,no super over,no super over,no super over,1,simple matches,71,71.0,0,CSK,1
2019-03-24,SRH,KKR,AD Russell,KKR,6 wickets,KKR,field,eden gardens,kolkata,24,3,2019,2019,no super over,no super over,no super over,2,simple matches,182,183.0,0,KKR,1
2019-03-24,DC,MI,RR Pant,DC,37 runs,MI,field,wankhede stadium,mumbai,24,3,2019,2019,no super over,no super over,no super over,3,simple matches,214,176.0,0,MI,0
2019-03-25,KXP,RR,CH Gayle,KXP,14 runs,RR,field,sawai mansingh stadium,jaipur,25,3,2019,2019,no super over,no super over,no super over,4,simple matches,185,170.0,0,RR,0
2019-03-26,DC,CSK,SR Watson,CSK,6 wickets,DC,bat,arun jaitley stadium,delhi,26,3,2019,2019,no super over,no super over,no super over,5,simple matches,148,150.0,0,DC,0
2019-03-27,KKR,KXP,AD Russell,KKR,28 runs,KXP,field,eden gardens,kolkata,27,3,2019,2019,no super over,no super over,no super over,6,simple matches,219,190.0,0,KKR,1
2019-03-28,MI,RCB,JJ Bumrah,MI,6 runs,RCB,field,m chinnaswamy stadium,bengaluru,28,3,2019,2019,no super over,no super over,no super over,7,simple matches,188,181.0,0,RCB,0
2019-03-29,RR,SRH,Rashid Khan,SRH,5 wickets,RR,bat,rajiv gandhi international stadium,hyderabad,29,3,2019,2019,no super over,no super over,no super over,8,simple matches,199,201.0,0,SRH,1
2019-03-30,MI,KXP,MA Agarwal,KXP,8 wickets,KXP,field,punjab cricket association stadium,chandigarh,30,3,2019,2019,no super over,no super over,no super over,9,simple matches,177,177.0,0,KXP,1
2019-03-30,KKR,DC,PP Shaw,DC,tie,DC,field,arun jaitley stadium,delhi,30,3,2019,2019,DC,tie,no super over,10,simple matches,186,185.0,1,DC,1
2019-03-31,SRH,RCB,JM Bairstow,SRH,118 runs,RCB,field,rajiv gandhi international stadium,hyderabad,31,3,2019,2019,no super over,no super over,no super over,11,simple matches,232,113.0,0,SRH,1
2019-03-31,CSK,RR,MS Dhoni,CSK,8 runs,RR,field,ma chidambaram stadium,chennai,31,3,2019,2019,no super over,no super over,no super over,12,simple matches,176,167.0,0,CSK,1
2019-04-01,KXP,DC,SM Curran,KXP,14 runs,DC,field,punjab cricket association stadium,chandigarh,1,4,2019,2019,no super over,no super over,no super over,13,simple matches,167,152.0,0,KXP,1
2019-04-02,RCB,RR,S Gopal,RR,7 wickets,RR,field,sawai mansingh stadium,jaipur,2,4,2019,2019,no super over,no super over,no super over,14,simple matches,159,164.0,0,RR,1
2019-04-03,MI,CSK,HH Pandya,MI,37 runs,CSK,field,wankhede stadium,mumbai,3,4,2019,2019,no super over,no super over,no super over,15,simple matches,171,133.0,0,MI,1
2019-04-04,DC,SRH,JM Bairstow,SRH,5 wickets,SRH,field,arun jaitley stadium,delhi,4,4,2019,2019,no super over,no super over,no super over,16,simple matches,130,131.0,0,DC,0
2019-04-05,RCB,KKR,AD Russell,KKR,5 wickets,KKR,field,m chinnaswamy stadium,bengaluru,5,4,2019,2019,no super over,no super over,no super over,17,simple matches,206,206.0,0,RCB,0
2019-04-06,CSK,KXP,Harbhajan Singh,CSK,22 runs,CSK,bat,ma chidambaram stadium,chennai,6,4,2019,2019,no super over,no super over,no super over,18,simple matches,161,138.0,0,CSK,1
2019-04-06,MI,SRH,AS Joseph,MI,40 runs,SRH,field,rajiv gandhi international stadium,hyderabad,6,4,2019,2019,no super over,no super over,no super over,19,simple matches,137,96.0,0,SRH,0
2019-04-07,RCB,DC,K Rabada,DC,4 wickets,DC,field,m chinnaswamy stadium,bengaluru,7,4,2019,2019,no super over,no super over,no super over,20,simple matches,150,152.0,0,RCB,0
2019-04-07,RR,KKR,HF Gurney,KKR,8 wickets,KKR,field,sawai mansingh stadium,jaipur,7,4,2019,2019,no super over,no super over,no super over,21,simple matches,140,140.0,0,RR,0
2019-04-08,SRH,KXP,KL Rahul,KXP,6 wickets,KXP,field,punjab cricket association stadium,chandigarh,8,4,2019,2019,no super over,no super over,no super over,22,simple matches,151,151.0,0,KXP,1
